,0
242,64.2065
243,17.88729
244,18.23554
245,16.462074
246,14.798388
247,27.5058
248,285.48593
249,61.98936
250,31.56551
251,16.846622
252,36.163944
253,37.78681
254,18.7492
255,15.527331
256,16.716366
257,34.51272
258,35.14064
259,40.285614
260,28.197935
261,21.235518
262,19.42328
263,20.212185
264,25.36497
265,21.360107
266,37.29306
267,13.388117
268,41.62744
269,17.735458
270,36.142803
271,107.43857
272,25.100931
273,14.471284
274,24.50909
275,31.877878
276,13.96542
277,54.44274
278,14.417582
279,25.670048
280,32.328968
281,44.203587
282,23.329834
283,20.804272
284,39.74571
285,38.3145
286,26.771559
287,82.31828
288,13.336207
289,38.25255
290,27.021502
291,22.369343
292,27.608597
293,33.219444
294,49.36935
295,20.11528
296,35.397808
297,44.768593
298,20.668566
299,19.748692
300,56.918423
301,31.640043
302,80.2459
303,19.763897
304,29.144098
305,12.882354
306,49.82064
307,23.055948
308,23.00838
309,19.62172
310,62.335445
311,40.64642
312,25.753313
313,142.76561
314,17.898245
315,37.42054
316,20.895067
317,39.84154
318,27.959822
319,21.616932
320,20.5338
321,25.138454
322,49.279594
323,15.320119
324,13.958346
325,15.545383
326,44.745895
327,75.2656
328,65.025986
329,19.95005
330,18.37969
331,28.325256
332,58.15729
333,32.464832
334,30.20093
335,98.12075
336,104.003815
337,14.7832985
338,20.246712
339,23.083944
340,19.702631
341,33.90557
342,56.718643
343,15.625739
344,22.942122
345,19.41789
346,52.652565
347,38.158787
348,34.85866
349,53.842285
350,29.926613
351,39.531452
352,67.11806
353,21.623037
354,35.54789
355,17.519537
356,24.152475
357,26.536983
358,26.615019
359,20.833897
360,22.96495
361,14.886289
362,40.895184
363,14.994575
364,24.60731
365,19.27481
366,28.340878
367,19.457909
368,32.32274
369,24.162245
370,22.447855
371,19.554796
372,48.04388
373,70.692116
374,23.681896
375,17.273464
376,44.585205
377,18.461254
378,14.261899
379,23.423378
380,25.28179
381,25.232138
382,101.857086
383,31.52223
384,27.965809
385,24.444235
386,19.939524
387,63.327995
388,33.290333
389,33.895542
390,35.83816
391,17.021318
392,23.708967
393,34.520214
394,76.62558
395,35.566566
396,19.782576
397,21.480457
398,21.696962
399,23.19686
400,71.22692
401,23.705898
402,10.3521595
403,40.046223
404,57.57682
405,25.921228
406,36.60888
407,27.746765
408,34.03447
409,39.842945
410,30.021402
411,23.442894
412,43.39136
413,33.91908
414,16.90722
415,101.172966
416,26.862906
417,15.665067
418,33.26942
419,39.24779
420,21.500237
421,20.825281
422,17.462275
423,57.116444
424,58.708424
425,29.469772
426,59.660316
427,29.109774
428,33.23594
429,29.862392
430,19.194277
431,28.820332
432,36.547806
433,24.821653
434,22.604288
435,41.171516
436,17.95
437,17.851704
438,65.11063
439,42.215572
440,15.529746
441,58.10367
442,29.68648
443,29.022657
444,25.51444
445,31.693415
446,24.442614
447,27.591112
448,19.02699
449,24.535213
450,25.950985
451,18.572733
452,49.02755
453,33.344307
454,20.273905
455,18.82586
456,20.968689
457,14.413677
458,29.404823
459,78.87331
460,15.2267065
461,19.370928
462,55.158844
463,34.4213
464,28.976215
465,43.015194
466,31.261423
467,32.447186
468,42.468105
469,33.230778
470,26.232779
471,49.526527
472,28.442999
473,248.85085
474,77.99032
475,19.666279
476,32.494503
477,30.90199
478,17.78155
479,100.07803
480,31.05929
481,19.973179
482,15.905888
483,30.095694
484,18.054605
485,31.703434
486,10.619902
487,42.933
488,29.876646
489,32.642693
490,37.690075
491,28.489597
492,36.75776
493,15.074554
494,22.751368
495,16.31238
496,56.795567
497,43.930183
498,33.57179
499,38.281006
500,63.02067
501,12.54347
502,21.133326
503,165.33891
504,86.838295
505,32.319965
506,44.227547
507,36.667217
508,27.050419
509,13.386955
510,93.30732
511,20.993902
512,51.806435
513,19.913122
514,19.315922
515,30.870518
516,40.4271
517,24.557178
518,20.269897
519,22.185736
520,25.932749
521,28.702864
522,11.507001
523,20.067024
524,21.014194
525,74.2465
526,33.640167
527,24.548471
528,6.9150085
529,12.172957
530,36.338417
531,16.034222
532,28.017296
533,15.926251
534,23.848911
535,62.157356
536,24.642258
537,34.038456
538,23.141714
539,63.819298
540,37.496597
541,20.38191
542,12.424338
543,17.568115
544,19.514135
545,60.30775
546,42.693985
547,36.80677
548,17.794134
549,28.500565
550,31.620441
551,44.5661
552,37.685596
553,18.259815
554,30.39055
555,21.123602
556,20.615774
557,51.931217
558,34.48466
559,20.947025
560,20.630377
561,13.63308
562,182.3998
563,34.99432
564,33.49482
565,18.943018
566,15.959505
567,34.06383
568,22.280111
569,31.582075
570,44.292126
571,31.250736
572,22.012035
573,28.109247
574,51.829964
575,27.063492
576,35.179596
577,18.462805
578,76.246124
579,18.918613
580,15.13743
581,18.398663
582,41.707798
583,19.558554
584,22.267834
585,27.361965
586,59.86784
587,13.968503
588,57.591206
589,20.904821
590,15.143641
591,16.605507
592,32.91509
593,68.38099
594,19.883615
595,34.90268
596,52.302425
597,19.527023
598,13.39554
599,26.423573
600,133.81865
601,15.636206
602,22.763348
603,32.594543
604,37.570457
605,23.133211
606,10.941541
607,20.381788
608,39.054703
609,27.459824
610,28.942013
611,47.875774
612,20.385654
613,31.261423
614,43.153248
615,33.572006
616,23.077477
617,26.684168
618,14.670547
619,38.680874
620,76.96066
621,25.593386
622,18.721682
623,16.033417
624,33.74784
625,89.752144
626,14.757539
627,33.870014
628,18.821383
629,32.23192
630,42.956623
631,17.914719
632,15.688208
633,38.954693
634,19.050102
635,24.297737
636,60.138092
637,18.643644
638,44.057377
639,17.981033
640,25.946884
641,40.008152
642,28.704674
643,145.5726
644,18.749012
645,37.898235
646,47.904564
647,85.07761
648,22.640005
649,23.706133
650,26.183826
651,23.345058
652,25.707615
653,48.864754
654,26.908697
655,20.047207
656,14.072924
657,21.89051
658,43.7577
659,14.863784
660,20.193323
661,18.752605
662,42.59054
663,22.41937
664,26.835592
665,89.72491
666,12.851419
667,13.064695
668,47.648846
669,24.64824
670,47.445534
671,14.602659
672,59.277138
673,50.155235
674,32.024986
675,29.60326
676,45.384617
677,29.176168
678,24.193829
679,18.677277
680,21.912197
681,11.444989
682,33.021015
683,116.76598
684,22.107481
685,18.822922
686,39.715454
687,16.978779
688,19.970182
689,59.011097
690,81.72661
691,31.300184
692,17.032694
693,25.320707
694,18.312988
695,17.233982
696,23.234922
697,93.21271
698,19.784313
699,48.320263
700,87.64249
701,28.488817
702,31.717695
703,19.767765
704,21.007965
705,21.956518
706,26.743294
707,135.02869
708,33.62221
709,39.4921
710,18.998722
711,16.63983
712,39.546974
713,19.518658
714,14.811616
715,30.047686
716,25.449581
717,18.751446
718,26.221788
719,48.748806
720,21.374355
721,29.654823
722,25.863909
723,16.525589
724,33.019173
725,32.91408
726,21.066675
727,22.464579
728,26.862906
729,32.615887
730,35.19265
731,42.257915
732,63.681416
733,21.14839
734,30.441088
735,29.24546
736,21.234583
737,27.911314
738,36.38139
739,41.82277
740,40.549896
741,44.623074
742,18.959976
743,22.543287
744,37.771862
745,23.173094
746,22.96033
747,30.520483
748,62.75771
749,22.828506
750,21.973465
751,30.996454
752,13.098782
753,24.799759
754,41.204292
755,30.180267
756,25.839472
757,43.1803
758,56.964455
759,36.21626
760,30.532728
761,25.6648
762,17.241951
763,29.06085
764,32.96966
765,29.497736
766,23.09843
767,24.379393
768,72.37154
769,26.55183
770,43.624985
771,14.967315
772,33.831852
773,90.767265
774,23.33228
775,18.495115
776,52.33406
777,17.318672
778,97.08858
779,24.334772
780,39.002514
781,20.041145
782,18.749012
783,15.911184
784,60.46398
785,20.676722
786,20.195154
787,23.726927
788,18.51746
789,26.547956
790,19.696795
791,61.891647
792,42.534866
793,27.391111
794,39.151478
795,26.795652
796,46.54062
797,13.220929
798,11.331986
799,15.22238
800,23.248987
801,18.932926
802,30.591415
803,9.519118
804,29.859388
805,76.65794
806,34.522633
807,37.65595
808,42.176655
809,43.080605
810,32.671513
811,25.80086
812,47.528084
813,24.35707
814,55.80506
815,16.679817
816,30.64389
817,20.638023
818,24.58976
819,90.267456
820,44.60026
821,48.875534
822,35.225616
823,37.131126
824,25.50966
825,44.771442
826,17.079956
827,74.85262
828,18.47027
829,25.568125
830,85.0998
831,27.178179
832,9.997803
833,34.652317
834,55.704254
835,30.777243
836,32.516315
837,29.92811
838,40.525875
839,21.632927
840,86.30888
841,56.28786
842,15.265435
843,19.58618
844,30.252428
845,13.522724
846,27.224092
847,13.452232
848,25.20739
849,23.19692
850,35.3433
851,29.617777
852,15.915027
853,33.353607
854,15.6459
855,70.89307
856,33.427757
857,25.881863
858,75.200035
859,60.50277
860,32.545666
861,15.940969
862,17.018372
863,14.347637
864,20.115719
865,12.901721
866,23.689499
867,15.815692
868,53.223114
869,26.563772
870,20.95357
871,13.0810175
872,42.132694
873,24.845402
874,20.969322
875,23.162775
876,35.03008
877,16.965942
878,24.003696
879,40.166252
880,32.387184
881,13.2388735
882,34.847332
883,23.393602
884,33.816853
885,16.427547
886,68.10764
887,44.55317
888,20.348162
889,38.581753
890,26.765287
891,19.395777
892,14.034958
893,35.41193
894,26.980059
895,23.50213
896,16.9302
897,77.873535
898,21.12507
899,33.6679
900,17.355654
901,26.951
902,15.517629
903,35.07065
904,24.227203
905,29.322523
906,16.380243
907,58.456226
908,30.441088
909,23.688896
910,29.315613
911,19.927406
912,17.74564
913,23.196085
914,15.867799
915,23.30584
916,21.87193
917,38.007793
918,74.10128
919,23.402466
920,27.550781
921,18.23988
922,70.84613
923,26.271343
924,18.038496
925,23.684313
926,24.578146
927,21.237362
928,29.296362
929,21.004255
930,39.49092
931,47.418118
932,23.263977
933,12.866227
934,36.449257
935,39.222126
936,18.463448
937,31.472746
938,57.943577
939,13.986317
940,15.4214945
941,32.91329
942,26.107445
943,23.482557
944,23.21835
945,17.702194
946,14.190792
947,59.08253
948,101.24501
949,18.795376
950,53.2806
951,16.205364
952,17.47361
953,24.78078
954,34.442528
955,21.936861
956,31.572163
957,20.550049
958,24.26368
959,24.99452
960,38.115444
961,13.954753
962,26.295078
963,26.147675
964,22.504797
965,14.726547
966,29.578966
967,26.46053
968,16.25685
969,25.609816
970,150.72864
971,21.451708
972,40.03732
973,21.099703
974,19.031338
975,31.37442
976,15.036555
977,17.166355
978,41.617134
979,30.173298
980,130.82788
981,17.488457
982,16.101097
983,90.81483
984,46.177673
985,21.986504
986,18.417189
987,23.917717
988,57.770714
989,19.54978
990,14.425135
991,7.7992783
992,23.965345
993,17.77996
994,24.391644
995,41.97822
996,35.013363
997,26.343252
998,13.250523
999,29.655123
1000,58.82199
1001,23.608488
1002,42.469566
1003,16.773216
1004,34.84878
1005,94.682106
1006,33.737328
1007,19.622305
1008,27.573618
1009,14.1732855
1010,20.522808
1011,26.532087
1012,20.52993
1013,16.860348
1014,26.037806
1015,20.729853
1016,20.50686
1017,16.46408
1018,50.39323
1019,19.125286
1020,107.22423
1021,23.499311
1022,23.22221
1023,39.259552
1024,21.383635
1025,29.753788
1026,27.586008
1027,22.463638
1028,27.528841
1029,28.193565
1030,18.597828
1031,21.374426
1032,18.491932
1033,30.693207
1034,24.118559
1035,15.657424
1036,38.052834
1037,58.259018
1038,28.188454
1039,20.34671
1040,30.646547
1041,30.984102
1042,24.964582
1043,33.26302
1044,15.477355
1045,16.0051
1046,18.19856
1047,85.03893
1048,21.448195
1049,14.829592
1050,48.919334
1051,76.22507
1052,122.88513
1053,31.265688
1054,28.674694
1055,27.016417
1056,24.445751
1057,21.214964
1058,27.325891
1059,21.281397
1060,86.86602
1061,48.422997
1062,14.587268
1063,55.53609
1064,12.910873
1065,71.06036
1066,25.09859
1067,18.954844
1068,18.188164
1069,50.39711
1070,17.72906
1071,26.5846
1072,27.493114
1073,56.405853
1074,33.8234
1075,21.982698
1076,24.830145
1077,27.870754
1078,33.002197
1079,123.87754
1080,13.219356
1081,48.13669
1082,28.212074
1083,17.018625
1084,80.72055
1085,28.14988
1086,13.977825
1087,44.24954
1088,44.471607
1089,26.710001
1090,42.709446
1091,25.263868
1092,36.21442
1093,25.763002
1094,23.030909
1095,33.649174
1096,52.743465
1097,24.18351
1098,19.39199
1099,16.226068
1100,32.12259
1101,26.50512
1102,23.830095
1103,55.993492
1104,23.53482
1105,20.031113
1106,17.995708
1107,20.396387
1108,15.677
1109,17.123938
1110,49.717495
1111,13.538856
1112,32.719036
1113,39.2021
1114,23.334959
1115,32.291656
1116,25.652937
1117,13.634984
1118,20.597391
1119,23.092602
1120,23.297403
1121,17.002922
1122,23.34571
1123,78.40421
1124,20.146532
1125,37.399628
1126,59.820004
1127,50.404583
1128,13.62356
1129,56.282993
1130,20.979874
1131,20.642809
1132,36.204094
1133,20.340591
1134,20.104786
1135,14.210881
1136,17.72271
1137,15.238806
1138,23.682035
1139,44.107815
1140,23.495043
1141,50.72987
1142,42.334915
1143,41.524345
1144,19.176714
1145,46.411297
1146,14.67516
1147,29.115751
1148,120.832886
1149,19.080507
1150,39.08948
1151,43.963768
1152,22.945145
1153,17.929674
1154,21.408995
1155,17.43329
1156,26.616848
1157,44.4338
1158,23.035866
1159,29.806953
1160,39.256798
1161,80.93754
1162,23.170269
1163,30.239346
1164,27.983376
1165,26.879349
1166,50.582935
1167,38.706696
1168,28.187933
1169,26.456568
1170,29.811487
1171,23.271847
1172,21.99498
1173,19.633017
1174,146.85918
1175,23.719501
1176,15.168838
1177,29.632826
1178,18.934504
1179,21.595818
1180,32.408676
1181,24.811598
1182,42.6381
1183,31.612614
1184,35.621685
1185,15.537888
1186,57.887577
1187,37.988144
1188,35.515865
1189,31.264072
1190,48.720108
1191,13.744925
1192,23.963661
1193,66.137985
1194,34.649933
1195,16.207878
1196,33.982723
1197,162.64854
1198,24.12345
1199,16.446613
1200,17.592007
1201,16.546354
1202,50.273655
1203,28.876196
1204,18.18742
1205,16.822937
1206,21.258263
1207,18.725971
1208,26.528465
1209,39.918617
1210,21.08574
1211,58.456226
1212,75.19452
1213,38.130146
1214,11.115341
1215,33.405167
1216,17.273777
1217,24.141426
1218,19.938953
1219,25.064117
1220,41.704803
1221,39.617573
1222,28.456764
1223,35.774746
1224,21.592932
1225,14.443885
1226,15.149316
1227,11.547168
1228,19.335287
1229,38.285995
1230,34.918243
1231,14.818931
1232,14.140474
1233,17.29549
1234,36.120167
1235,28.10214
1236,28.200563
1237,40.140762
1238,10.262036
1239,37.11877
1240,18.950918
1241,77.704994
1242,24.643417
1243,35.81338
1244,77.95721
1245,22.828506
1246,77.01299
1247,42.858715
1248,46.068974
1249,24.162245
1250,20.324656
1251,51.542084
1252,16.73672
1253,37.575245
1254,13.657091
1255,20.93055
1256,22.270039
1257,52.180763
1258,33.549225
1259,85.67011
1260,20.10115
1261,13.404051
1262,26.932217
1263,24.90625
1264,27.09251
1265,31.511427
1266,37.59366
1267,37.701042
1268,163.64378
1269,30.176647
1270,27.7132
1271,38.352715
1272,21.168467
1273,23.864317
1274,26.170683
1275,27.80567
1276,17.950094
1277,24.91488
1278,28.50007
1279,15.890488
1280,31.330502
1281,26.752035
1282,19.352654
1283,27.849407
1284,28.547506
1285,118.51896
1286,13.1398
1287,35.002937
1288,18.418892
1289,82.42521
1290,71.132904
1291,36.280025
1292,15.574846
1293,18.233019
1294,56.848297
1295,25.343788
1296,28.69673
1297,14.546142
1298,44.90365
1299,15.930284
1300,22.593904
1301,43.708454
1302,13.038566
1303,34.960663
1304,30.32588
1305,14.032456
1306,21.125128
1307,25.293474
1308,18.06126
1309,30.863771
1310,106.41839
1311,19.106064
1312,30.454718
1313,22.148577
1314,35.85041
1315,32.45392
1316,26.688416
1317,8.357332
1318,24.049976
1319,39.972862
1320,123.502174
1321,23.759506
1322,33.90097
1323,50.562622
1324,61.853344
1325,40.74319
1326,17.750784
1327,32.298546
1328,32.81431
1329,28.061968
1330,22.470015
1331,19.768276
1332,15.636833
1333,45.71037
1334,25.553051
1335,19.300915
1336,21.736519
1337,55.18032
1338,32.870476
1339,24.353006
1340,194.39537
1341,22.506536
1342,25.652464
1343,15.120404
1344,18.53533
1345,38.892162
1346,29.141363
1347,17.91564
1348,42.652252
1349,40.91699
1350,18.101137
1351,24.429384
1352,20.933592
1353,34.078705
1354,16.506191
1355,29.401024
1356,36.30861
1357,17.235353
1358,43.813644
1359,20.291088
1360,32.206783
1361,19.267496
1362,55.2751
1363,38.49998
1364,15.794686
1365,11.489403
1366,25.884676
1367,38.88938
1368,27.491013
1369,9.537648
1370,21.144094
1371,26.640982
1372,16.991688
1373,18.799265
1374,14.538904
1375,16.757019
1376,36.28824
1377,25.172695
1378,40.02128
1379,26.707209
1380,21.273848
1381,25.583698
1382,17.10546
1383,59.651775
1384,21.97011
1385,24.664093
1386,24.893608
1387,11.887481
1388,50.91124
1389,14.399405
1390,13.899487
1391,35.084095
1392,28.68304
1393,48.257046
1394,16.7521
1395,24.985037
1396,20.194109
1397,48.39799
1398,75.322296
1399,29.629818
1400,22.467466
1401,7.5279746
1402,17.730728
1403,13.452232
1404,40.66505
1405,26.994877
1406,59.615543
1407,80.63921
1408,12.3035
1409,68.346565
1410,41.019226
1411,21.987463
1412,19.32144
1413,68.856
1414,63.622387
1415,26.64761
1416,28.18938
1417,17.079535
1418,25.799183
1419,29.469244
1420,16.711237
1421,33.074814
1422,19.936995
1423,29.624454
1424,19.446842
1425,33.447453
1426,28.548391
1427,37.501335
1428,18.749012
1429,44.30431
1430,15.346704
1431,41.631786
1432,24.40396
1433,112.22885
1434,37.9806
1435,39.39725
1436,47.22787
1437,207.55875
1438,47.247337
1439,39.130966
1440,45.021637
1441,38.497677
1442,20.964785
1443,18.124195
1444,35.66865
1445,25.035114
1446,32.508095
1447,25.985222
1448,20.635258
1449,17.400616
1450,33.0344
1451,14.709889
1452,34.231647
1453,18.734964
1454,15.0570545
1455,22.097525
1456,21.951853
1457,45.53072
1458,22.927937
1459,96.0057
1460,28.710934
1461,18.943438
1462,32.349075
1463,27.409231
1464,23.52464
1465,25.8745
1466,28.307226
1467,24.81974
1468,47.186024
1469,27.483042
1470,17.86141
1471,26.781334
1472,31.060389
1473,20.452452
1474,63.851192
1475,35.53216
1476,91.31518
1477,15.439655
1478,54.85312
1479,28.474321
1480,16.844479
1481,30.031414
1482,44.829918
1483,67.88887
1484,18.963543
1485,36.192036
1486,29.142817
1487,19.573883
1488,56.534233
1489,56.74174
1490,13.3806
1491,22.985512
1492,59.214058
1493,55.105328
1494,30.561716
1495,19.905996
1496,32.94407
1497,31.165545
1498,11.3520565
1499,24.514566
1500,20.723547
1501,61.097664
1502,34.396763
1503,42.607677
1504,23.171244
1505,28.5573
1506,40.620323
1507,20.502096
1508,44.870132
1509,23.719501
1510,23.989271
1511,27.650482
1512,44.178688
1513,16.922773
1514,19.791483
1515,16.969086
1516,13.655792
1517,19.540209
1518,22.658974
1519,47.187847
1520,7.8889832
1521,21.407242
1522,21.582718
1523,45.289646
1524,65.47239
1525,58.484016
1526,37.319622
1527,37.825397
1528,28.590796
1529,15.794334
1530,22.638838
1531,18.022297
1532,26.809765
1533,23.166855
1534,21.820229
1535,23.040245
1536,28.790388
1537,45.26961
1538,39.631435
1539,63.079758
1540,11.763776
1541,65.7466
1542,47.854473
1543,17.631962
1544,39.015877
1545,76.22449
1546,72.27158
1547,64.84613
1548,27.014605
1549,35.4878
1550,52.312473
1551,12.72419
1552,17.100266
1553,35.064007
1554,30.46195
1555,25.778769
1556,21.224106
1557,32.509995
1558,16.748104
1559,38.77059
1560,31.058962
1561,13.806318
1562,29.183836
1563,20.769232
1564,25.890223
1565,103.23539
1566,18.583693
1567,30.521397
1568,36.23732
1569,19.04568
1570,30.58084
1571,17.909895
1572,22.928617
1573,24.98596
1574,17.224735
1575,24.20419
1576,12.079813
1577,13.819835
1578,20.35392
1579,26.630589
1580,57.17606
1581,24.19124
1582,26.996353
1583,78.5671
1584,87.87908
1585,16.74104
1586,18.607206
1587,16.340088
1588,54.221966
1589,23.652811
1590,12.424338
1591,21.171951
1592,19.61459
1593,94.95586
1594,13.914836
1595,12.980928
1596,36.900726
1597,146.48221
1598,37.00772
1599,20.451477
1600,57.645187
1601,16.068882
1602,23.891714
1603,40.333164
1604,25.674488
1605,20.445194
1606,27.183556
1607,18.946358
1608,13.758926
1609,35.411522
1610,43.33012
1611,60.1102
1612,17.40744
1613,15.256855
1614,30.729597
1615,37.928642
1616,24.44185
1617,30.976074
1618,77.30676
1619,22.59604
1620,29.824173
1621,20.369835
1622,12.994593
1623,25.866161
1624,32.661907
1625,37.100025
1626,16.401371
1627,30.924404
1628,24.015703
1629,22.660908
1630,30.667393
1631,17.467175
1632,46.85516
1633,20.408232
1634,28.73918
1635,27.584427
1636,36.217663
1637,21.01153
1638,27.247221
1639,35.37276
1640,16.0051
1641,17.100266
1642,61.57387
1643,27.059855
1644,53.340023
1645,15.075291
1646,28.252167
1647,8.065561
1648,16.19093
1649,47.259487
1650,18.684906
1651,14.307392
1652,26.748169
1653,59.402195
1654,36.05155
1655,34.10013
1656,17.29149
1657,25.84914
1658,16.55487
1659,22.207956
1660,36.87213
1661,32.955128
1662,31.570723
1663,35.365852
1664,19.109278
1665,17.370005
1666,31.73224
1667,24.601793
1668,22.77914
1669,32.69437
1670,22.30962
1671,13.812148
1672,82.3019
1673,21.75255
1674,29.973875
1675,32.196648
1676,24.748772
1677,36.857124
1678,33.264027
1679,31.655724
1680,23.69631
1681,16.7994
1682,48.934296
1683,34.151108
1684,14.481998
1685,22.049328
1686,21.267315
1687,13.198748
1688,42.968567
1689,30.104486
1690,20.648329
1691,29.174591
1692,41.904865
1693,15.652036
1694,92.65317
1695,46.52038
1696,14.620147
1697,43.96653
1698,254.92326
1699,22.508823
1700,61.028458
1701,12.565572
1702,36.2534
1703,35.539852
1704,10.754737
1705,32.00174
1706,29.221447
1707,71.74654
1708,31.88187
1709,19.563658
1710,55.983574
1711,11.051416
1712,15.358554
1713,42.82488
1714,28.258022
1715,21.25239
1716,19.975267
1717,16.246895
1718,14.434347
1719,54.023678
1720,25.212706
1721,126.72429
1722,41.757366
1723,26.861385
1724,21.147285
1725,28.392122
1726,17.964878
1727,16.21044
1728,16.144066
1729,25.843067
1730,24.041763
1731,33.97329
1732,20.562668
1733,35.562874
1734,37.479195
1735,55.00187
1736,21.798065
1737,30.373426
1738,18.646399
1739,47.643837
1740,49.830967
1741,46.0066
1742,26.454155
1743,19.951672
1744,40.757034
1745,33.019596
1746,13.624541
1747,21.941893
1748,39.442726
1749,34.31948
1750,28.83293
1751,28.292892
1752,71.80274
1753,19.140806
1754,37.508694
1755,24.616177
1756,19.926172
1757,35.176113
1758,37.264
1759,12.331523
1760,55.762325
1761,14.5599985
1762,21.586031
1763,45.216015
1764,10.53668
1765,41.253426
1766,39.719852
1767,35.620377
1768,27.525433
1769,63.194195
1770,52.42149
1771,23.301819
1772,15.9901085
1773,13.613778
1774,31.664774
1775,36.779743
1776,45.387993
1777,11.835969
1778,33.13615
1779,20.838224
1780,21.667225
1781,226.06236
1782,26.380453
1783,23.034813
1784,26.271671
1785,33.47559
1786,24.59118
1787,21.919882
1788,34.936153
1789,54.61086
1790,51.161785
1791,26.148787
1792,21.57055
1793,51.51665
1794,39.10871
1795,30.289692
1796,50.68697
1797,20.188593
1798,25.975073
1799,94.51678
1800,14.650156
1801,15.470527
1802,44.454628
1803,15.922301
1804,29.455454
1805,84.79014
1806,94.80439
1807,22.656477
1808,11.835155
1809,13.39554
1810,26.945076
1811,32.045486
1812,48.82322
1813,57.14789
1814,20.582718
1815,34.836437
1816,37.81442
1817,44.098007
1818,56.8909
1819,20.857235
1820,44.705303
1821,41.220127
1822,18.968315
1823,7.43446
1824,21.15727
1825,31.036507
1826,37.19659
1827,25.809778
1828,21.75332
1829,29.011684
1830,43.8413
1831,35.59948
1832,41.025322
1833,63.167477
1834,15.96052
1835,44.208374
1836,40.298088
1837,17.962856
1838,39.979485
1839,29.614866
1840,24.78342
1841,35.7737
1842,32.36664
1843,16.247438
1844,18.531431
1845,29.025515
1846,13.185611
1847,51.142834
1848,49.21541
1849,22.447956
1850,72.31658
1851,22.656477
1852,44.548325
1853,22.49366
1854,29.803717
1855,25.357847
1856,22.12693
1857,15.238964
1858,15.481472
1859,40.625957
1860,23.78323
1861,40.973526
1862,31.593666
1863,50.788574
1864,28.51726
1865,64.51078
1866,29.192532
1867,19.951672
1868,14.944716
1869,45.769604
1870,66.66859
1871,70.102264
1872,22.522776
